R_um,f_t0min,f_t10min,f_t20min,f_t30min,f_t40min,f_t50min,f_t60min
7.290988735919899710e+00,1.622319581260740564e-06,1.090579540697559890e-06,7.236428625402252184e-07,4.902080758612322357e-07,4.171182667943379443e-07,4.148444037620485021e-07,3.651633143164139482e-07
7.340926157697120757e+00,1.677602191079501712e-06,1.118940272213702991e-06,7.410442310132892247e-07,5.023198401090490493e-07,4.329902759556403651e-07,4.283295334773350128e-07,3.759926812284937597e-07
7.390863579474342693e+00,1.733687445306210356e-06,1.147842249649835305e-06,7.587852550826442899e-07,5.148461901579175182e-07,4.497321991940772981e-07,4.422952436075409317e-07,3.871867099672127757e-07
7.440801001251563740e+00,1.790531099789093455e-06,1.177284735176501908e-06,7.768696655444968097e-07,5.278425389568986151e-07,4.673906937930787791e-07,4.567632395437116320e-07,3.987617990014366403e-07
7.490738423028785675e+00,1.848086004427511700e-06,1.207266106764573383e-06,7.953011317437728623e-07,5.413780748711741234e-07,4.860116013649750949e-07,4.717567721157106568e-07,4.107353691051786951e-07
7.540675844806006722e+00,1.906302127353995242e-06,1.237783812227537581e-06,8.140833061513981094e-07,5.555390775877290542e-07,5.056393340188420754e-07,4.873007861083098598e-07,4.231259496669556222e-07
7.590613266583228658e+00,1.965126589023962810e-06,1.268834352945988549e-06,8.332199078701398201e-07,5.704328471980039148e-07,5.263162700294209345e-07,5.034220802042021392e-07,4.359532745718323670e-07
7.640550688360449705e+00,2.024503706401995008e-06,1.300413296293622940e-06,8.527148737563556998e-07,5.861922586586041900e-07,5.480822072086442595e-07,5.201494789928867480e-07,4.492383889901762150e-07
7.690488110137671640e+00,2.084375047394890267e-06,1.332515300617123821e-06,8.725726277889083134e-07,6.029808894572911835e-07,5.709739355891961351e-07,5.375140179799657292e-07,4.630037686309975780e-07
7.740425531914892687e+00,2.144679495640953463e-06,1.365134122994867056e-06,8.927985582971796146e-07,6.209985643426428739e-07,5.950250040034069624e-07,5.555491429697443899e-07,4.772734532863892679e-07
7.790362953692114623e+00,2.205353325722556879e-06,1.398262577803952540e-06,9.133998617334268090e-07,6.404870043385973156e-07,6.202657659092519888e-07,5.742909258051876765e-07,4.920731968177650850e-07
7.840300375469336558e+00,2.266330288824796616e-06,1.431892430721708142e-06,9.343870335055308375e-07,6.617350452259837518e-07,6.467237959838560971e-07,5.937782992624908361e-07,5.074306361281249192e-07
7.890237797246557605e+00,2.327541708817587380e-06,1.466014246134682930e-06,9.557764997088960665e-07,6.850825949877747545e-07,6.744247676095712914e-07,6.140533149392060406e-07,5.233754821452767793e-07
7.940175219023779540e+00,2.388916588691769840e-06,1.500617242797631816e-06,9.775952531129266488e-07,7.109221341478069064e-07,7.033938691020548770e-07,6.351614292672948256e-07,5.399397364319913010e-07
7.990112640801000587e+00,2.450381727232052902e-06,1.535689236157267856e-06,9.998889869229368565e-07,7.396961554440609548e-07,7.336578101614183439e-07,6.571518243425910292e-07,5.571579377707047189e-07
8.040050062578222523e+00,2.511861845761236150e-06,1.571216747025237521e-06,1.022736270530167272e-06,7.718885597475590647e-07,7.652474272179090563e-07,6.800777721025196834e-07,5.750674439825021716e-07
8.089987484355443570e+00,2.573279724741158622e-06,1.607185334856545546e-06,1.046273006106176384e-06,8.080078078749553680e-07,7.982008367037241865e-07,7.039970525155772594e-07,5.937087553854144145e-07
8.139924906132664617e+00,2.634556349966765388e-06,1.643580166109138790e-06,1.070734002771150513e-06,8.485597943268918950e-07,8.325670117581996854e-07,7.289724388854793476e-07,6.131258877459347947e-07
8.189862327909887441e+00,2.695611068040575834e-06,1.680386758996511253e-06,1.096522167218041581e-06,8.940092780946295922e-07,8.684095781947133231e-07,7.550722661529880852e-07,6.333668044244926923e-07
8.239799749687108488e+00,2.756361750766145048e-06,1.717591860913826776e-06,1.124320204021244854e-06,9.447306685873750016e-07,9.058105533377249834e-07,7.823711012660273275e-07,6.544839197881717245e-07
8.289737171464329535e+00,2.816724968051055342e-06,1.755184919370382283e-06,1.155263070687536275e-06,1.000952382318637792e-06,9.448737061373524936e-07,8.109505384078761013e-07,6.765346890363494126e-07
8.339674593241550582e+00,2.876616168862767334e-06,1.793162830669937092e-06,1.191186572064525825e-06,1.062703957439820231e-06,9.857272224130873880e-07,8.409001463368710045e-07,6.995823035966450429e-07
8.389612015018773405e+00,2.935949869734749072e-06,1.831549073925337740e-06,1.234946523736179327e-06,1.129781072004978562e-06,1.028525438131079547e-06,8.723186006410442975e-07,7.236965165320649267e-07
8.439549436795994453e+00,2.994639850275838415e-06,1.870471493864223014e-06,1.290741437453633842e-06,1.201748776778101172e-06,1.073449570573096982e-06,9.053150408712930992e-07,7.489546294220116166e-07
8.489486858573215500e+00,3.052599355093143231e-06,1.910477269777873751e-06,1.364237853150205609e-06,1.278004152911467917e-06,1.120707627290024878e-06,9.400107020654760340e-07,7.754426816019014518e-07
8.539424280350438323e+00,3.109741301498130183e-06,1.953811753704658570e-06,1.462073968460197404e-06,1.357911251094484407e-06,1.170533972116175700e-06,9.765408832546636932e-07,8.032568954206982036e-07
8.589361702127659370e+00,3.165978492327335208e-06,2.009556901545316461e-06,1.590088334290580222e-06,1.440998907949931785e-06,1.223189310348906180e-06,1.015057333827759293e-06,8.325054486917085316e-07
8.639299123904880418e+00,3.221223833173454265e-06,2.112606547042266981e-06,1.749770972207165740e-06,1.527176204590825427e-06,1.278962034608816451e-06,1.055731164616316292e-06,8.633106698288564780e-07
8.689236545682101465e+00,3.275390553289703847e-06,2.371379762657813337e-06,1.933872486161868588e-06,1.616883493393942611e-06,1.338171873055743757e-06,1.098756428030819809e-06,8.958117853853478347e-07
8.739173967459324288e+00,3.328392429400689926e-06,2.857880903805391178e-06,2.125746977118053396e-06,1.711088945660534122e-06,1.401176587786305884e-06,1.144354566377679437e-06,9.301683986215195664e-07
8.789111389236545335e+00,3.380144011626557606e-06,3.245835915357504931e-06,2.310215139801898260e-06,1.811099089184047861e-06,1.468382176872713851e-06,1.192780008771892595e-06,9.665649488182563758e-07
8.839048811013766382e+00,3.430560850704378512e-06,3.395957366911645789e-06,2.492879692993483157e-06,1.918282152128027303e-06,1.540256842737635924e-06,1.244327319338200974e-06,1.005216506323490858e-06
8.888986232790987430e+00,3.479559725671490047e-06,3.448009894908745182e-06,2.689998558262636684e-06,2.033917131556788333e-06,1.617349131254716556e-06,1.299340485873985747e-06,1.046376417390498867e-06
8.938923654568210253e+00,3.527058871160299781e-06,3.497056963299181986e-06,2.905466434522929731e-06,2.159305501613209253e-06,1.700311211057029202e-06,1.358225226547646611e-06,1.090346558436389972e-06
8.988861076345431300e+00,3.572978203442775199e-06,3.544576422278446978e-06,3.144292980605859014e-06,2.295988087249287941e-06,1.789929107178519212e-06,1.421465645297939036e-06,1.137491346862985611e-06
9.038798498122652347e+00,3.617239544355794228e-06,3.590487634489478323e-06,3.408349785170132190e-06,2.445831408727650804e-06,1.887162689201877788e-06,1.489647292269580437e-06,1.188257280332596335e-06
9.088735919899875171e+00,3.659766842235655882e-06,3.634711948046975858e-06,3.601910723761575601e-06,2.611210530455865467e-06,1.993199930555118069e-06,1.563489876371660541e-06,1.243200803409999167e-06
9.138673341677096218e+00,3.700486388991605104e-06,3.677172916207152212e-06,3.677172916207152212e-06,2.795336387389304507e-06,2.109534394523051655e-06,1.643894890731671231e-06,1.303029015166723787e-06
9.188610763454317265e+00,3.739327032454109339e-06,3.717699644097330415e-06,3.717699644097330415e-06,3.002720883665361437e-06,2.238084737712466747e-06,1.732016947708075350e-06,1.368660619230711125e-06
9.238548185231538312e+00,3.776220383143897221e-06,3.756262456792441789e-06,3.756262456792441789e-06,3.239220267841601540e-06,2.381391312573591243e-06,1.829374144631906298e-06,1.441319369537525764e-06
9.288485607008761136e+00,3.811101014622508547e-06,3.792945810520523009e-06,3.792945810520523009e-06,3.515643358674868212e-06,2.542950616821766432e-06,1.938025678373014770e-06,1.522680240462749502e-06
9.338423028785982183e+00,3.843906656604132863e-06,3.827641764377859579e-06,3.827641764377859579e-06,3.756309597263063358e-06,2.727822934217915669e-06,2.060872815977189087e-06,1.615100902533531753e-06
9.388360450563203230e+00,3.874578380031955228e-06,3.860233224674858399e-06,3.860233224674858399e-06,3.859881978970702874e-06,2.943903657492121823e-06,2.202205670366221352e-06,1.721987483487843760e-06
9.438297872340424277e+00,3.903060773349736366e-06,3.890661374044114893e-06,3.890661374044114893e-06,3.890661374044114893e-06,3.204302685761271568e-06,2.368789075352719717e-06,1.848355624042756447e-06
9.488235294117647101e+00,3.929302109231154167e-06,3.918808578190457112e-06,3.918808578190457112e-06,3.918808578190457112e-06,3.537460153680258717e-06,2.572260644150970798e-06,2.001617502387555469e-06
9.538172715894868148e+00,3.953254501065021566e-06,3.944593160969213282e-06,3.944593160969213282e-06,3.944593160969213282e-06,3.845153508714214327e-06,2.835203231107565929e-06,2.192421802324506434e-06
9.588110137672089195e+00,3.974874048534035358e-06,3.968124044046179963e-06,3.968124044046179963e-06,3.968124044046179963e-06,3.968124044046179963e-06,3.207376018441532467e-06,2.434618075094132443e-06
9.638047559449310242e+00,3.994120971667689347e-06,3.989388601963968305e-06,3.989388601963968305e-06,3.989388601963968305e-06,3.989388601963968305e-06,3.699883033686460175e-06,2.741334071523865679e-06
9.687984981226533066e+00,4.010959732796530565e-06,4.008253534399274838e-06,4.008253534399274838e-06,4.008253534399274838e-06,4.008253534399274838e-06,3.990232305287626250e-06,3.111671575277102712e-06
9.737922403003754113e+00,4.025359145884465831e-06,4.024650193733202560e-06,4.024650193733202560e-06,4.024650193733202560e-06,4.024650193733202560e-06,4.024650193733202560e-06,3.529322342814868750e-06
9.787859824780975160e+00,4.037292472768349605e-06,4.038461909532283295e-06,4.038461909532283295e-06,4.038461909532283295e-06,4.038461909532283295e-06,4.038461909532283295e-06,3.897979138207287720e-06
9.837797246558197983e+00,4.046737505889161547e-06,4.049818457179834516e-06,4.049818457179834516e-06,4.049818457179834516e-06,4.049818457179834516e-06,4.049818457179834516e-06,4.048207862388830882e-06
9.887734668335419030e+00,4.053676637156466992e-06,4.058785466546444255e-06,4.058785466546444255e-06,4.058785466546444255e-06,4.058785466546444255e-06,4.058785466546444255e-06,4.058785466546444255e-06
9.937672090112640078e+00,4.058096912647293231e-06,4.065223951062685323e-06,4.065223951062685323e-06,4.065223951062685323e-06,4.065223951062685323e-06,4.065223951062685323e-06,4.065223951062685323e-06
9.987609511889861125e+00,4.059990072901549335e-06,4.069018527543197464e-06,4.069018527543197464e-06,4.069018527543197464e-06,4.069018527543197464e-06,4.069018527543197464e-06,4.069018527543197464e-06
1.003754693366708395e+01,4.059352578638565616e-06,4.070257793093539874e-06,4.070257793093539874e-06,4.070257793093539874e-06,4.070257793093539874e-06,4.070257793093539874e-06,4.070257793093539874e-06
1.008748435544430500e+01,4.056185621782664853e-06,4.069052847077787570e-06,4.069052847077787570e-06,4.069052847077787570e-06,4.069052847077787570e-06,4.069052847077787570e-06,4.069052847077787570e-06
1.013742177722152604e+01,4.050495121749696153e-06,4.065310236257914049e-06,4.065310236257914049e-06,4.065310236257914049e-06,4.065310236257914049e-06,4.065310236257914049e-06,4.065310236257914049e-06
1.018735919899874709e+01,4.042291707010720809e-06,4.058905597690823220e-06,4.058905597690823220e-06,4.058905597690823220e-06,4.058905597690823220e-06,4.058905597690823220e-06,4.058905597690823220e-06
1.023729662077596991e+01,4.031590682013224246e-06,4.049959814873435278e-06,4.049959814873435278e-06,4.049959814873435278e-06,4.049959814873435278e-06,4.049959814873435278e-06,4.049959814873435278e-06
1.028723404255319096e+01,4.018411979603958924e-06,4.038627374378754333e-06,4.038627374378754333e-06,4.038627374378754333e-06,4.038627374378754333e-06,4.038627374378754333e-06,4.038627374378754333e-06
1.033717146433041201e+01,4.002780099160429677e-06,4.024739457231347636e-06,4.024739457231347636e-06,4.024739457231347636e-06,4.024739457231347636e-06,4.024739457231347636e-06,4.024739457231347636e-06
1.038710888610763483e+01,3.984724030699818062e-06,4.008338882171880381e-06,4.008338882171880381e-06,4.008338882171880381e-06,4.008338882171880381e-06,4.008338882171880381e-06,4.008338882171880381e-06
1.043704630788485588e+01,3.964277165294391766e-06,3.989589812224821800e-06,3.989589812224821800e-06,3.989589812224821800e-06,3.989589812224821800e-06,3.989589812224821800e-06,3.989589812224821800e-06
1.048698372966207693e+01,3.941477192180860737e-06,3.968367120605921776e-06,3.968367120605921776e-06,3.968367120605921776e-06,3.968367120605921776e-06,3.968367120605921776e-06,3.968367120605921776e-06
1.053692115143929797e+01,3.916365983007455851e-06,3.944784889199411504e-06,3.944784889199411504e-06,3.944784889199411504e-06,3.944784889199411504e-06,3.944784889199411504e-06,3.944784889199411504e-06
1.058685857321652080e+01,3.888989463716272185e-06,3.918956064624563930e-06,3.918956064624563930e-06,3.918956064624563930e-06,3.918956064624563930e-06,3.918956064624563930e-06,3.918956064624563930e-06
1.063679599499374184e+01,3.859397474609518766e-06,3.890784459098854395e-06,3.890784459098854395e-06,3.890784459098854395e-06,3.890784459098854395e-06,3.890784459098854395e-06,3.890784459098854395e-06
1.068673341677096289e+01,3.827643619196341748e-06,3.860396311855698290e-06,3.860396311855698290e-06,3.860396311855698290e-06,3.860396311855698290e-06,3.860396311855698290e-06,3.860396311855698290e-06
1.073667083854818394e+01,3.793785102461682461e-06,3.827856171014456053e-06,3.827856171014456053e-06,3.827856171014456053e-06,3.827856171014456053e-06,3.827856171014456053e-06,3.827856171014456053e-06
1.078660826032540676e+01,3.757882559239886079e-06,3.793145704731680542e-06,3.793145704731680542e-06,3.793145704731680542e-06,3.793145704731680542e-06,3.793145704731680542e-06,3.793145704731680542e-06
1.083654568210262781e+01,3.719999873413380270e-06,3.756403241583031781e-06,3.756403241583031781e-06,3.756403241583031781e-06,3.756403241583031781e-06,3.756403241583031781e-06,3.756403241583031781e-06
1.088648310387984885e+01,3.680203988690396650e-06,3.717669145555405207e-06,3.717669145555405207e-06,3.717669145555405207e-06,3.717669145555405207e-06,3.717669145555405207e-06,3.717669145555405207e-06
1.093642052565706990e+01,3.638564711745397234e-06,3.671009365660532036e-06,3.671009365660532036e-06,3.671009365660532036e-06,3.671009365660532036e-06,3.671009365660532036e-06,3.671009365660532036e-06
1.098635794743429273e+01,3.595154508531339582e-06,3.453962464734039266e-06,3.453962464734039266e-06,3.453962464734039266e-06,3.453962464734039266e-06,3.453962464734039266e-06,3.453962464734039266e-06
1.103629536921151377e+01,3.550048294594119452e-06,3.160475167600469577e-06,3.160475167600469577e-06,3.160475167600469577e-06,3.160475167600469577e-06,3.160475167600469577e-06,3.160475167600469577e-06
1.108623279098873482e+01,3.503323220236412759e-06,2.985164418067908447e-06,2.985185823523889190e-06,2.985185823523889190e-06,2.985185823523889190e-06,2.985185823523889190e-06,2.985185823523889190e-06
1.113617021276595764e+01,3.455058451390642188e-06,2.878045877038199590e-06,2.867587229321049228e-06,2.867587229321049228e-06,2.867587229321049228e-06,2.867587229321049228e-06,2.867587229321049228e-06
1.118610763454317869e+01,3.405334947068849444e-06,2.823171580044827268e-06,2.769838389399118495e-06,2.769838389399118495e-06,2.769838389399118495e-06,2.769838389399118495e-06,2.769838389399118495e-06
1.123604505632039974e+01,3.354235234260922273e-06,2.797805364297030422e-06,2.681439550135311360e-06,2.681439550135311360e-06,2.681439550135311360e-06,2.681439550135311360e-06,2.681439550135311360e-06
1.128598247809762078e+01,3.301843181151999774e-06,2.773216002171852188e-06,2.599090806155796174e-06,2.599090806155796174e-06,2.599090806155796174e-06,2.599090806155796174e-06,2.599090806155796174e-06
1.133591989987484361e+01,3.248243769524826632e-06,2.747500233965887185e-06,2.522137445158143328e-06,2.522137445158143328e-06,2.522137445158143328e-06,2.522137445158143328e-06,2.522137445158143328e-06
1.138585732165206466e+01,3.193522867203692414e-06,2.720641656583399620e-06,2.449215874423137399e-06,2.449215874423137399e-06,2.449215874423137399e-06,2.449215874423137399e-06,2.449215874423137399e-06
1.143579474342928570e+01,3.137767001383240790e-06,2.692664630744758257e-06,2.379362433850154294e-06,2.379362433850154294e-06,2.379362433850154294e-06,2.379362433850154294e-06,2.379362433850154294e-06
1.148573216520650675e+01,3.081063133668258615e-06,2.663601198940685681e-06,2.312600772024351711e-06,2.312600772024351711e-06,2.312600772024351711e-06,2.312600772024351711e-06,2.312600772024351711e-06
1.153566958698372957e+01,3.023498437629408250e-06,2.633486237729456106e-06,2.248579364593103962e-06,2.248599971863256545e-06,2.248599971863256545e-06,2.248599971863256545e-06,2.248599971863256545e-06
1.158560700876095062e+01,2.965160079655262708e-06,2.602356416779159919e-06,2.192442593693737976e-06,2.186712181717646330e-06,2.186712181717646330e-06,2.186712181717646330e-06,2.186712181717646330e-06
1.163554443053817167e+01,2.906135003852840239e-06,2.570249918689813041e-06,2.158809840290624728e-06,2.126876774174594820e-06,2.126876774174594820e-06,2.126876774174594820e-06,2.126876774174594820e-06
1.168548185231539449e+01,2.846509721717569663e-06,2.537206311376998859e-06,2.141569281743481705e-06,2.068656555877334962e-06,2.068656555877334962e-06,2.068656555877334962e-06,2.068656555877334962e-06
1.173541927409261554e+01,2.786370107259321466e-06,2.503266448456736339e-06,2.124779509483984532e-06,2.012758570165859936e-06,2.012758570165859936e-06,2.012758570165859936e-06,2.012758570165859936e-06
1.178535669586983659e+01,2.725801198234083611e-06,2.468472372570394425e-06,2.107194928123542873e-06,1.957692147738257302e-06,1.957692147738257302e-06,1.957692147738257302e-06,1.957692147738257302e-06
1.183529411764705763e+01,2.664887004091468090e-06,2.432867216887140923e-06,2.088824929540711872e-06,1.904156779867731826e-06,1.904156779867731826e-06,1.904156779867731826e-06,1.904156779867731826e-06
1.188523153942428046e+01,2.603710321206468317e-06,2.396495104120225183e-06,2.069686095707739989e-06,1.851935804936766848e-06,1.851935804936766848e-06,1.851935804936766848e-06,1.851935804936766848e-06
1.193516896120150150e+01,2.542352555920350798e-06,2.359401043218242581e-06,2.049796179452460073e-06,1.800642417924435442e-06,1.800642417924435442e-06,1.800642417924435442e-06,1.800642417924435442e-06
1.198510638297872255e+01,2.480893555870260557e-06,2.321630824062139120e-06,2.029174015819537686e-06,1.750380032667586468e-06,1.750352937165463929e-06,1.750352937165463929e-06,1.750352937165463929e-06
1.203504380475594360e+01,2.419411450040601574e-06,2.283230910537263373e-06,2.007839489063498312e-06,1.710988682685425024e-06,1.700362293448341706e-06,1.700362293448341706e-06,1.700362293448341706e-06
1.208498122653316642e+01,2.357982497921522349e-06,2.244248332361197752e-06,1.985813497669122834e-06,1.691076028955986442e-06,1.651787734055802513e-06,1.651787734055802513e-06,1.651787734055802513e-06
1.213491864831038747e+01,2.296680948111466883e-06,2.204730576052644575e-06,1.963117916557210966e-06,1.679388647700733596e-06,1.603219181476927379e-06,1.603219181476927379e-06,1.603219181476927379e-06
1.218485607008760851e+01,2.235578906651755179e-06,2.164725475428476678e-06,1.939775556552493647e-06,1.667343203865358318e-06,1.554626485778640913e-06,1.554626485778640913e-06,1.554626485778640913e-06
1.223479349186482956e+01,2.174746215332135326e-06,2.124281102015676874e-06,1.915810121223665948e-06,1.654725627447398899e-06,1.506255790951641534e-06,1.506255790951641534e-06,1.506255790951641534e-06
1.228473091364205239e+01,2.114250340157083622e-06,2.083445655762767092e-06,1.891246161217951790e-06,1.641542973798573986e-06,1.456963296437231456e-06,1.456963296437231456e-06,1.456963296437231456e-06
1.233466833541927343e+01,2.054156270114012052e-06,2.042267356431198719e-06,1.866109026223439178e-06,1.627804959751306148e-06,1.408820805844538799e-06,1.406922682949917317e-06,1.406922682949917317e-06
1.238460575719649448e+01,1.994526426336334826e-06,2.000794336041313784e-06,1.840424814702862862e-06,1.613522075062128194e-06,1.377973873513042738e-06,1.354236981607499960e-06,1.354236981607499960e-06
1.243454317897371730e+01,1.935420581707190076e-06,1.959074532739857400e-06,1.814220321552106718e-06,1.598705543139800385e-06,1.366387717190524363e-06,1.298185579870357068e-06,1.298185579870357068e-06
1.248448060075093835e+01,1.876895790903365886e-06,1.917155586446618952e-06,1.787522983845851207e-06,1.583367306342584320e-06,1.358790739713081238e-06,1.239296812134476449e-06,1.239296812134476449e-06
1.253441802252815940e+01,1.819006330834122003e-06,1.875084736626808570e-06,1.760360824841120121e-06,1.567520009987603653e-06,1.350791595468075016e-06,1.181528134583169505e-06,1.179657535805213152e-06
1.258435544430538044e+01,1.761803651386338949e-06,1.832908722523150990e-06,1.732762396417105833e-06,1.551176984534464252e-06,1.342356430708161238e-06,1.147427039046974069e-06,1.125058352858695262e-06
1.263429286608260327e+01,1.705336336345718502e-06,1.790673686167658853e-06,1.704756720136515758e-06,1.534352225955530770e-06,1.333489058613861859e-06,1.138391373795608435e-06,1.078113288674029882e-06
1.268423028785982432e+01,1.649650074324118225e-06,1.748425078477534285e-06,1.676373227119692454e-06,1.517060374328604195e-06,1.324194456475117686e-06,1.134384031337109884e-06,1.037551388703136742e-06
1.273416770963704536e+01,1.594787639485374562e-06,1.706207568722932663e-06,1.647641696927935989e-06,1.499316690695405545e-06,1.314478142651984750e-06,1.130094871659215585e-06,1.001454226135600910e-06
1.278410513141426641e+01,1.540788881826588681e-06,1.664064957636373016e-06,1.618592195656702538e-06,1.481137032236261808e-06,1.304346158207985859e-06,1.125463635374458203e-06,9.728175852357885347e-07
1.283404255319148923e+01,1.487690726738649989e-06,1.622040094414572290e-06,1.589255013442719710e-06,1.462537825818299119e-06,1.293805062477290516e-06,1.120489780098794210e-06,9.592464747008300688e-07
1.288397997496871028e+01,1.435527183539128096e-06,1.580174797843514033e-06,1.559660601591443496e-06,1.443536039981155319e-06,1.282861927939683836e-06,1.115174503857734231e-06,9.562665534006888983e-07
1.293391739674593133e+01,1.384329362642442115e-06,1.538509781756784740e-06,1.529839509532738208e-06,1.424149155430773385e-06,1.271524333914830405e-06,1.109519424445055966e-06,9.543920902996247987e-07
1.298385481852315415e+01,1.334125501006709912e-06,1.497084585015756843e-06,1.499822321813162424e-06,1.404395134118196440e-06,1.259800359052031881e-06,1.103526532555682414e-06,9.522644748132546053e-07
1.303379224030037520e+01,1.284940995473690391e-06,1.455937506178077671e-06,1.469639595332721778e-06,1.384292386986297594e-06,1.247698572614558657e-06,1.097198191653957882e-06,9.498685651967309234e-07
1.308372966207759625e+01,1.236798443597996288e-06,1.415105542998486249e-06,1.439321797032504579e-06,1.363859740473215544e-06,1.235228024562783999e-06,1.090537139748285126e-06,9.472033789078910829e-07
1.313366708385481729e+01,1.189717691544243157e-06,1.374624336883155212e-06,1.408899242237227432e-06,1.343116401866696599e-06,1.222398234444581217e-06,1.083546490633828783e-06,9.442684483995750932e-07
1.318360450563204012e+01,1.143715888615900724e-06,1.334528122395778305e-06,1.378402033853304033e-06,1.322081923608657525e-06,1.209219179105726663e-06,1.076229734413701093e-06,9.410635642931507397e-07
1.323354192740926116e+01,1.098807547967472905e-06,1.294849681890592872e-06,1.347860002618813268e-06,1.300776166653994609e-06,1.195701279237390857e-06,1.068590737266448178e-06,9.375887727126528236e-07
1.328347934918648221e+01,1.055004613042076959e-06,1.255620305324598018e-06,1.317302648596511036e-06,1.279219262991985443e-06,1.181855384782122279e-06,1.060633740442455763e-06,9.338443794912513749e-07
1.333341677096370326e+01,1.012316529269628544e-06,1.216869755278479262e-06,1.286759084095000597e-06,1.257431577442479325e-06,1.167692759224061336e-06,1.052363358475135654e-06,9.298309542804405668e-07
1.338335419274092608e+01,9.707503205563827797e-07,1.178626237193349691e-06,1.256257978196257929e-06,1.235433668842462368e-06,1.153225062793423906e-06,1.043784576595086408e-06,9.255493342736038104e-07
1.343329161451814713e+01,9.303106700947190016e-07,1.140916374808441759e-06,1.225827503060024044e-06,1.213246250741512273e-06,1.138464334619586803e-06,1.034902747337708590e-06,9.210006275103877490e-07
1.348322903629536818e+01,8.910000050224735206e-07,1.103765190763495658e-06,1.195495282167142751e-06,1.190890151727053758e-06,1.123422973871280664e-06,1.025723586337134135e-06,9.161862157418714591e-07
1.353316645807259100e+01,8.528185844639019272e-07,1.067196092308835980e-06,1.165288340654790920e-06,1.168386275502203276e-06,1.108113719926531362e-06,1.016253167301818973e-06,9.111077568381858170e-07
1.358310387984981205e+01,8.157645904892248107e-07,1.031230862046137150e-06,1.135233057886740059e-06,1.145755560840344826e-06,1.092549631618979766e-06,1.006497916169700381e-06,9.057671867211300229e-07
1.363304130162703309e+01,7.798342215366783560e-07,9.958896536037679613e-07,1.105355122391444927e-06,1.123018941541351333e-06,1.076744065611076112e-06,9.964646044434211546e-07,9.001667208052556476e-07
1.368297872340425414e+01,7.450217878499136078e-07,9.611909921324051644e-07,1.075679489289849546e-06,1.100197306514654717e-06,1.060710653948400622e-06,9.861603417088918299e-07,8.943088549319432267e-07
1.373291614518147696e+01,7.113198084942388919e-07,9.271517794894452651e-07,1.046230340323439512e-06,1.077311460114001852e-06,1.044463280852868908e-06,9.755925673431250636e-07,8.881963657820527834e-07
1.378285356695869801e+01,6.787191095275888999e-07,8.937873039646330119e-07,1.017031046581314190e-06,1.054382082847892505e-06,1.028016058815958654e-06,9.647690414201220863e-07,8.818323107539377440e-07
1.383279098873591906e+01,6.472089229159483853e-07,8.611112543844141064e-07,9.881041340129554497e-07,1.031429692588248407e-06,1.011383304056230668e-06,9.536978348263931377e-07,8.752200272948881845e-07
1.388272841051314010e+01,6.167769857982555125e-07,8.291357384187548478e-07,9.594712518010459270e-07,1.008474606397885425e-06,9.945795114083254431e-07,9.423873186005182177e-07,8.683631316754074528e-07
1.393266583229036293e+01,5.874096397222641515e-07,7.978713049016719746e-07,9.311531436561219277e-07,9.855369030948275203e-07,9.776193287132828311e-07,9.308461525140244502e-07,8.612655171971887135e-07
1.398260325406758398e+01,5.590919294904434271e-07,7.673269699654872684e-07,9.031696220821933364e-07,9.626363866684571885e-07,9.605175307824181119e-07,9.190832729136582354e-07,8.539313518271381563e-07
1.403254067584480502e+01,5.318077012734936183e-07,7.375102467788827246e-07,8.755395456497540050e-07,9.397925506589093240e-07,9.432889930091091228e-07,9.071078798479598759e-07,8.463650752513995934e-07
1.408247809762202607e+01,5.055396996683954780e-07,7.084271786702309977e-07,8.482807992999107652e-07,9.170245436070723820e-07,9.259486647046673824e-07,8.949294235038288607e-07,8.385713953449748163e-07
1.413241551939924889e+01,4.802696633978534337e-07,6.800823754103660473e-07,8.214102776907447742e-07,8.943511356780012220e-07,9.085115422359790469e-07,8.825575899814798652e-07,8.305552840542545111e-07
1.418235294117646994e+01,4.559784193684815862e-07,6.524790524229936746e-07,7.949438715845552342e-07,8.717906865555519166e-07,8.909926420437825125e-07,8.700022864388646734e-07,8.223219726915251370e-07
1.423229036295369099e+01,4.326459748259258987e-07,6.256190726862873045e-07,7.688964572624143227e-07,8.493611147006568077e-07,8.734069736213276396e-07,8.572736256392164514e-07,8.138769466423632830e-07
1.428222778473091381e+01,4.102516073662263054e-07,5.995029910858589508e-07,7.432818889404982573e-07,8.270798680598260589e-07,8.557695125336953125e-07,8.443819099378859503e-07,8.052259394886808397e-07
1.433216520650813486e+01,3.887739525839208984e-07,5.741301009771890477e-07,7.181129941510226634e-07,8.049638963042990488e-07,8.380951735582195214e-07,8.313376147470019084e-07,7.963749265520704576e-07
1.438210262828535591e+01,3.681910891585865342e-07,5.494984827147755185e-07,6.934015720394260883e-07,7.830296246737727321e-07,8.203987840263354690e-07,8.181513715188033930e-07,7.873301178640661950e-07
1.443204005006257695e+01,3.484806212026282114e-07,5.256050539056088829e-07,6.691583945186400095e-07,7.612929294918399448e-07,8.026950574466434613e-07,8.048339502906040038e-07,7.780979505718521533e-07
1.448197747183979978e+01,3.296197577139396941e-07,5.024456211460982012e-07,6.453932102110351172e-07,7.397691154132157906e-07,7.849985674881475141e-07,7.913962418363682487e-07,7.686850807899326858e-07
