R_um,f_t0min,f_t10min,f_t20min,f_t30min,f_t40min,f_t50min,f_t60min
2.177284105131414194e+01,1.214487366954217349e-13,8.291002572831882859e-13,4.257770806709721582e-12,1.767899878053879027e-11,6.328930396819740721e-11,2.001434801318041856e-10,5.674230197591773269e-10
2.182277847309136476e+01,1.048157663674696674e-13,7.222196221997267637e-13,3.742462855862763577e-12,1.567735791808862181e-11,5.662231753777654126e-11,1.806429712988804389e-10,5.166234837593092505e-10
2.187271589486858758e+01,9.040437985520690835e-14,6.287148402044841980e-13,3.287374589693515144e-12,1.389313885111538283e-11,5.062380009462348282e-11,1.629332700800967910e-10,4.700582555996082439e-10
2.192265331664580685e+01,7.792585458589890057e-14,5.469660103797347083e-13,2.885741044771916798e-12,1.230382451646618821e-11,4.523051363374910567e-11,1.468613037287265840e-10,4.274046943543820888e-10
2.197259073842302968e+01,6.712787834363258496e-14,4.755423205390993108e-13,2.531523590282063816e-12,1.088910251583848717e-11,4.038479386967669476e-11,1.322859446748492547e-10,3.883619504806807463e-10
2.202252816020025250e+01,5.779010895174458169e-14,4.131808821747977357e-13,2.219335976317585434e-12,9.630663503786587358e-12,3.603410142591628562e-11,1.190771874839646377e-10,3.526497392430446403e-10
2.207246558197747177e+01,4.972025535447295010e-14,3.587678215342634846e-13,1.944377442869295571e-12,8.512016473047729252e-12,3.213060492491963024e-11,1.071153725055524644e-10,3.200071625127665913e-10
2.212240300375469459e+01,4.275062147924361117e-14,3.113213999916763746e-13,1.702372268122434106e-12,7.518319681576050763e-12,2.863079411929201856e-11,9.629045445606551517e-11,2.901915787739512572e-10
2.217234042553191742e+01,3.673506052211266032e-14,2.699769580812758282e-13,1.489515183616244799e-12,6.636226042742138812e-12,2.549512127484506322e-11,8.650131416514519504e-11,2.629775209926959595e-10
2.222227784730913669e+01,3.154629293168424205e-14,2.339734969621736091e-13,1.302422129510616115e-12,5.853741874116086760e-12,2.268766908707515095e-11,7.765511170783535088e-11,2.381556618460090826e-10
2.227221526908635951e+01,2.707354642956400502e-14,2.026417288209313698e-13,1.138085865803214394e-12,5.160097971057117430e-12,2.017584348434047236e-11,6.966667914835727836e-11,2.155318256630933288e-10
2.232215269086357878e+01,2.322048095141493368e-14,1.753934439130474433e-13,9.938359949968302225e-13,4.545632038959644054e-12,1.793008974292818560e-11,6.245795113173724623e-11,1.949260463027193834e-10
2.237209011264080161e+01,1.990336547086452277e-14,1.517120567153190509e-13,8.673029885814632818e-13,4.001681582458589507e-12,1.592363041095606568e-11,5.595743157748261569e-11,1.761716700761215466e-10
2.242202753441802443e+01,1.704947732361918339e-14,1.311442071179664523e-13,7.563858439166113561e-13,3.520486411192128119e-12,1.413222360927004167e-11,5.009969475377789549e-11,1.591145027244387395e-10
2.247196495619524370e+01,1.459569792195843918e-14,1.132923048318456624e-13,6.592230298219742778e-13,3.095099979894783512e-12,1.253394034785742208e-11,4.482491904059055019e-11,1.436119993725645577e-10
2.252190237797246652e+01,1.248728167763430805e-14,9.780791631891200130e-14,5.741664085520033677e-13,2.719308835699158525e-12,1.110895956552145581e-11,4.007845172494683034e-11,1.295324963067041833e-10
2.257183979974968935e+01,1.067677756801208428e-14,8.438590366352891224e-14,4.997578489795328186e-13,2.387559497621451126e-12,9.839379668394935181e-12,3.581040321077531065e-11,1.167544833601986610e-10
2.262177722152690862e+01,9.123085116966144886e-15,7.275923397274499107e-14,4.347082708809249296e-13,2.094892142369483216e-12,8.709045409111444231e-12,3.197526906851494196e-11,1.051659156406125177e-10
2.267171464330413144e+01,7.790628646695387110e-15,6.269438620359312397e-14,3.778788833293694024e-13,1.836880516924298329e-12,7.703389012916021150e-12,2.853157839555565285e-11,9.466356328996875291e-11
2.272165206508135427e+01,6.648635514732580015e-15,5.398728983768360237e-14,3.282644014890696191e-13,1.609577541895997330e-12,6.809284519531041287e-12,2.544156700696561170e-11,8.515239793859763289e-11
2.277158948685857354e+01,5.670505705124513708e-15,4.645973662549067867e-14,2.849780456811417398e-13,1.409466110538390280e-12,6.014914370081626452e-12,2.267087402636565319e-11,7.654501449068541414e-11
2.282152690863579636e+01,4.833261615009324016e-15,3.995621276736280602e-14,2.472381445768599725e-13,1.233414626624582861e-12,5.309647326728786245e-12,2.018826049876781526e-11,6.876108686555297540e-11
2.287146433041301563e+01,4.117068186560658743e-15,3.434110444331317659e-14,2.143561808746924185e-13,1.078636860240024167e-12,4.683926868782570060e-12,1.796534870025908569e-11,6.172685631225204501e-11
2.292140175219023845e+01,3.504814696630504288e-15,2.949623460253942216e-14,1.857261329387913514e-13,9.426557340469750308e-13,4.129169262924477185e-12,1.597638087320417951e-11,5.537465091561035688e-11
2.297133917396746128e+01,2.981750547878353355e-15,2.531869342562964412e-14,1.608149797168988090e-13,8.232706838215492002e-13,3.637670556722740896e-12,1.419799616979368736e-11,4.964243491871100897e-11
2.302127659574468055e+01,2.535168319648604712e-15,2.171892892287221246e-14,1.391542489086551870e-13,7.185282661686737243e-13,3.202521793860898339e-12,1.260902464095456168e-11,4.447338649933593168e-11
2.307121401752190337e+01,2.154128146922869853e-15,1.861906777268644002e-14,1.203324999094568752e-13,6.266957133890445683e-13,2.817531796421702135e-12,1.119029716158206263e-11,3.981550265555233803e-11
2.312115143929912620e+01,1.829218212619097583e-15,1.595143977316939261e-14,1.039886435935350625e-13,5.462371606109078793e-13,2.477156904186320030e-12,9.924470236478728156e-12,3.562122987777240770e-11
2.317108886107634547e+01,1.552346772492363294e-15,1.365728221219968393e-14,8.980601060113177239e-14,4.757922936132668494e-13,2.176437103251177969e-12,8.795864684074377627e-12,3.184711931074654282e-11
2.322102628285356829e+01,1.316561692031197447e-15,1.168560308954433327e-14,7.750708853230940101e-14,4.141571873582124041e-13,1.910938016367990246e-12,7.790317246748647349e-12,2.845350513853327179e-11
2.327096370463079111e+01,1.115893969213282775e-15,9.992184477312118747e-15,6.684885639242722996e-14,3.602671252182875767e-13,1.676698265321674750e-12,6.895044227207704349e-12,2.540420495802513502e-11
2.332090112640801038e+01,9.452221531109512856e-16,8.538709409673059329e-15,5.761865184619645948e-14,3.131812073275277277e-13,1.470181751430498911e-12,6.098516299733796511e-12,2.266624094165264327e-11
2.337083854818523321e+01,8.001549526789672872e-16,7.291997573431413797e-15,4.963051337895652448e-14,2.720685734959998601e-13,1.288234433943012690e-12,5.390343693104754030e-12,2.020958062700356388e-11
2.342077596996245248e+01,6.769296684736944643e-16,6.223336750025653424e-15,4.272194539058258165e-14,2.361960817978492351e-13,1.128045217781770443e-12,4.761170988463469283e-12,1.800689620987489121e-11
2.347071339173967530e+01,5.723243777814041383e-16,5.307898457059600265e-15,3.675105961164927280e-14,2.049172983594239293e-13,9.871105918153927308e-13,4.202580820325391649e-12,1.603334125736022394e-11
2.352065081351689813e+01,4.835820653461329207e-16,4.524227571901528110e-15,3.159405108135821387e-14,1.776626671203647786e-13,8.632026867005961102e-13,3.707005812177473050e-12,1.426634379861724699e-11
2.357058823529411740e+01,4.083451217466462760e-16,3.853796907896844161e-15,2.714297130691202442e-14,1.539307404964307982e-13,7.543404474000295185e-13,3.267648119697059238e-12,1.268541479264562412e-11
2.362052565707134022e+01,3.445988331878737245e-16,3.280618770394184992e-15,2.330376517585141807e-14,1.332803630143786549e-13,6.587636398277366214e-13,2.878405994472507893e-12,1.127197101445446972e-11
2.367046307884856304e+01,2.906226633418675173e-16,2.790906458753016477e-15,1.999454175454065474e-14,1.153237101885093910e-13,5.749094337793759353e-13,2.533806819217667305e-12,1.000917144314463837e-11
2.372040050062578231e+01,2.449482828292122944e-16,2.372779514114031857e-15,1.714405231272584670e-14,9.972009423411633346e-14,5.013913254478380319e-13,2.228946101835264453e-12,8.881766277447605116e-12
2.377033792240300514e+01,2.063234375769391229e-16,2.016007252110491149e-15,1.469035179830595734e-14,8.617045672969470313e-14,4.369801824849407451e-13,1.959431950303919988e-12,7.875957745940005914e-12
2.382027534418022796e+01,1.736808659317316873e-16,1.711785774969123319e-15,1.257962257796714195e-14,7.441247610842424018e-14,3.805872128234758885e-13,1.721334583253614324e-12,6.979271920303290603e-12
2.387021276595744723e+01,1.461115780937439342e-16,1.452544237625883227e-15,1.076514158546599842e-14,6.421622493756648829e-14,3.312486753979125171e-13,1.511140462279223582e-12,6.180440780463279055e-12
2.392015018773467006e+01,1.228419019779766631e-16,1.231776655717176406e-15,9.206374105237292317e-15,5.538031838606710641e-14,2.881121665711794691e-13,1.325710661551750106e-12,5.469293820082449426e-12
2.397008760951188933e+01,1.032137786087315186e-16,1.043895996908494731e-15,7.868179287557437476e-15,4.772850113629561391e-14,2.504243305620872730e-13,1.162243118158337142e-12,4.836658519564591013e-12
2.402002503128911215e+01,8.666785902372636694e-17,8.841076975586920436e-16,6.720114163737330591e-15,4.110662531286807540e-14,2.175198555443111703e-13,1.018238432878848493e-12,4.274269051368121169e-12
2.406996245306633497e+01,7.272901465787142511e-17,7.483001000759997795e-16,5.735824424891274634e-15,3.537997682401466860e-14,1.888116294219625146e-13,8.914689158350507805e-13,3.774682618922553515e-12
2.411989987484355424e+01,6.099392539430652937e-17,6.329496178094359460e-16,4.892511563202475520e-15,3.043091188013435500e-14,1.637819406448998626e-13,7.799505946792471100e-13,3.331202865733507397e-12
2.416983729662077707e+01,5.112045488353285681e-17,5.350387086009479353e-16,4.170467166185491313e-15,2.615676940831950079e-14,1.419746198728113137e-13,6.819179247766637591e-13,2.937809825291317704e-12
2.421977471839799989e+01,4.281856219512960866e-17,4.519849795421480798e-16,3.552666216687298626e-15,2.246802865625139866e-14,1.229880278916001523e-13,5.958009612354382439e-13,2.589095915123274073e-12
2.426971214017521916e+01,3.584253313261517664e-17,3.815799576670622387e-16,3.024412197407353583e-15,1.928668450693333915e-14,1.064688039871003450e-13,5.202047717077355103e-13,2.280207509722631448e-12
2.431964956195244199e+01,2.998434427133521191e-17,3.219362477420350946e-16,2.573027640461506855e-15,1.654481593772137729e-14,9.210629704509737537e-14,4.538908866838859119e-13,2.006791657130099292e-12
2.436958698372966126e+01,2.506799855185846883e-17,2.714419619105566439e-16,2.187584510754250735e-15,1.418332568119312220e-14,7.962760902570462748e-14,3.957606005873611064e-13,1.764947532626774331e-12
2.441952440550688408e+01,2.094469358611613481e-17,2.287214494030303307e-16,1.858669476415777721e-15,1.215083150755653569e-14,6.879318720438096433e-14,3.448399524114799268e-13,1.551182250323782187e-12
2.446946182728410690e+01,1.748870315637873692e-17,1.926014802001724870e-16,1.578179709128735859e-15,1.040269167247019479e-14,5.939290772843207759e-14,3.002662289776055470e-13,1.362370679411250169e-12
2.451939924906132617e+01,1.459386909848919959e-17,1.620821465570874488e-16,1.339145379778139104e-15,8.900148982287460223e-15,5.124259865126742998e-14,2.612758471974921432e-13,1.195718936473789423e-12
2.456933667083854900e+01,1.217061520218461491e-17,1.363118425268006162e-16,1.135575477670704797e-15,7.609579641160662246e-15,4.418095571888901794e-14,2.271934840467197689e-13,1.048731248613914319e-12
2.461927409261577182e+01,1.014340723129952166e-17,1.145657657199209251e-16,9.623239910603774585e-16,6.501834579509323930e-15,3.806680883343471064e-14,1.974223343575806037e-13,9.191799041753430485e-13
2.466921151439299109e+01,8.448593925850265502e-18,9.622745896398014929e-17,8.149738486870094617e-16,5.551662338095366679e-15,3.277670134384394649e-14,1.714353870730700307e-13,8.050780286574046345e-13
2.471914893617021391e+01,7.032573123882976876e-18,8.077297357848068364e-17,6.897363417184403080e-16,4.737203812138492901e-15,2.820274814853055855e-14,1.487676203216105945e-13,7.046549429952138043e-13
2.476908635794743674e+01,5.850235131775201867e-18,6.775729181979384745e-17,5.833640276021796165e-16,4.039550258945235274e-15,2.425074207126912073e-14,1.290090246258511892e-13,6.163338797862117964e-13
2.481902377972465601e+01,4.863642350077588283e-18,5.680269468535045411e-17,4.930753658483216545e-16,3.442356954224197845e-15,2.083848111947891472e-14,1.117983717976468062e-13,5.387118503136973333e-13
2.486896120150187883e+01,4.040910078236425373e-18,4.758880359918939924e-17,4.164895549744545347e-16,2.931505757904782040e-15,1.789429208150407725e-14,9.681765464234509148e-14,4.705414713949995445e-13
2.491889862327909810e+01,3.355258506273671737e-18,3.984406130592032170e-17,3.515702324586842670e-16,2.494810630398866109e-15,1.535572849221438721e-14,8.378712954392843704e-14,4.107145762102023334e-13
2.496883604505632093e+01,2.784210268207037754e-18,3.333844926817164124e-17,2.965768689692421466e-16,2.121760834866112787e-15,1.316842331827062964e-14,7.246090037158848982e-14,3.582474473926057981e-13
2.501877346683354375e+01,2.308911679172541687e-18,2.787726660956804092e-17,2.500228370103607907e-16,1.803297178845861047e-15,1.128507880786433992e-14,6.262298797890181485e-14,3.122675238300623042e-13
2.506871088861076302e+01,1.913558991272408829e-18,2.329581971492190672e-17,2.106392647428840914e-16,1.531617197534418533e-15,9.664577835131250823e-15,5.408383489787444484e-14,2.720014448831234167e-13
2.511864831038798584e+01,1.584913756135187125e-18,1.945489246090016566e-17,1.773439002644117060e-16,1.300005668246608911e-15,8.271202765628379258e-15,4.667719969858909912e-14,2.367643071176364843e-13
2.516858573216520867e+01,1.311893739109833651e-18,1.623688511032035473e-17,1.492143119727725058e-16,1.102687277720288495e-15,7.073949393625290568e-15,4.025739992576419221e-14,2.059500192213162510e-13
2.521852315394242794e+01,1.085227846347967835e-18,1.354252552511391466e-17,1.254648384636546222e-16,9.346986467778205503e-16,6.045924870467124920e-15,3.469686656902296809e-14,1.790226505708705345e-13
2.526846057571965076e+01,8.971652496617484880e-19,1.128806986591262351e-17,1.054267782217926366e-16,7.917772557438742590e-16,5.163819770575276424e-15,2.988397670487028988e-14,1.555086779823531780e-13
2.531839799749687359e+01,7.412303663422284090e-19,9.402921634076630393e-18,8.853137648163720108e-17,6.702651137015319278e-16,4.407445541189234117e-15,2.572113429414538116e-14,1.349900435552832170e-13
2.536833541927409286e+01,6.120166077761875743e-19,7.827608005869547872e-18,7.429522522423030168e-17,5.670252794361510458e-16,3.759329566013446026e-15,2.212307215613396663e-14,1.170979442523868630e-13
2.541827284105131568e+01,5.050128824793413146e-19,6.512061100678691936e-18,6.230774338391298223e-17,4.793695756184074055e-16,3.204360952745645857e-15,1.901535089482969664e-14,1.015072809818186920e-13
2.546821026282853495e+01,4.164577525729477249e-19,5.414159296817350427e-18,5.222044887868231304e-17,4.049960438679148815e-16,2.729480940270751419e-15,1.633303304757389587e-14,8.793170150613354847e-14
2.551814768460575777e+01,3.432169205818892546e-19,4.498490134701267342e-18,4.373777286282430015e-17,3.419348699117186031e-16,2.323412522449402028e-15,1.401951298340712413e-14,7.611917752945864868e-14
2.556808510638298060e+01,2.826803853431500911e-19,3.735301883106642928e-18,3.660920034282760421e-17,2.885016678770186651e-16,1.976424510401672446e-15,1.202548511828393307e-14,6.584806184689193083e-14
2.561802252816019987e+01,2.326761686389335593e-19,3.099615620942832835e-18,3.062255063239399512e-17,2.432571533119017105e-16,1.680125811724543136e-15,1.030803485571166958e-14,5.692357651221603035e-14
2.566795994993742269e+01,1.913979923821295968e-19,2.570473796562078153e-18,2.559823658883999422e-17,2.049723580162028432e-16,1.427286200122799670e-15,8.829838321854799173e-15,4.917468762404729700e-14
2.571789737171464552e+01,1.573446921969334821e-19,2.130304742924300297e-18,2.138436371052048725e-17,1.725986481838826301e-16,1.211680288995918854e-15,7.558458459837156666e-15,4.245132657729814126e-14
2.576783479349186479e+01,1.292694976959177988e-19,1.764385637326899889e-18,1.785254928954043317e-17,1.452419024098665250e-16,1.027951813082658126e-15,6.465726393780998593e-15,3.662192150554430753e-14
2.581777221526908761e+01,1.061376017705025718e-19,1.460388967195102278e-18,1.489435848577279122e-17,1.221402894411884088e-16,8.714956688225738741e-16,5.527198182763235285e-15,3.157120617811655239e-14
2.586770963704631043e+01,8.709068858341737239e-20,1.207999787579255997e-18,1.241826852100983917e-17,1.026451584775475573e-16,7.383554711068484271e-16,4.721678170962725231e-15,2.719827683945276526e-14
2.591764705882352970e+01,7.141729934819773649e-20,9.985929597105745635e-19,1.034708464270831513e-17,8.620461861666419772e-17,6.251346559125478989e-16,4.030801114409551555e-15,2.341487041191894844e-14
2.596758448060075253e+01,5.852809209967129191e-20,8.249611701837541535e-19,8.615742248282462706e-18,7.234943978815056277e-17,5.289193987135215273e-16,3.438666137550435653e-15,2.014384014986712854e-14
2.601752190237797180e+01,4.793520136452144132e-20,6.810859259550427133e-19,7.169438837365200976e-18,6.068095619286867902e-17,4.472118309712631868e-16,2.931516354037874298e-15,1.731780725361474780e-14
2.606745932415519462e+01,3.923503008130928969e-20,5.619448602174315171e-19,5.962047462188555841e-18,5.086069572482049306e-17,3.778722245133337695e-16,2.497458684628112825e-15,1.487796914740026471e-14
2.611739674593241745e+01,3.209391283109315072e-20,4.633497034157430058e-19,4.954770245145328703e-18,4.260149585991731735e-17,3.190689789702988370e-16,2.126219028948829672e-15,1.277304711390463831e-14
2.616733416770963672e+01,2.623617943431676092e-20,3.818101266730639413e-19,4.114996474271535997e-18,3.565989872245873599e-17,2.692353931413689662e-16,1.808928504569188726e-15,1.095835777706720966e-14
2.621727158948685954e+01,2.143422380984449361e-20,3.144194046168576780e-19,3.415334901735375804e-18,2.982964607889113745e-17,2.270323294105688388e-16,1.537936963009229489e-15,9.394994550871117023e-15
2.626720901126408236e+01,1.750024685672804421e-20,2.587584695588543950e-19,2.832794268115739803e-18,2.493611938239089380e-17,1.913159931230722481e-16,1.306650434178870505e-15,8.049106639546606304e-15
2.631714643304130163e+01,1.427939585985425437e-20,2.128154551559257487e-19,2.348089862237458124e-18,2.083159116157634481e-17,1.611101479282262813e-16,1.109389543803688444e-15,6.891264498162749915e-15
2.636708385481852446e+01,1.164406810865218206e-20,1.749182736335431083e-19,1.945057114134283521e-18,1.739117241745176052e-17,1.355821750840563382e-16,9.412662977078191784e-16,5.895901854708734290e-15
2.641702127659574728e+01,9.489184386643476128e-21,1.436781541774895526e-19,1.610156171247340688e-18,1.450935662119339849e-17,1.140224610066585260e-16,7.980769369446924124e-16,5.040825467372806372e-15
2.646695869837296655e+01,7.728269868769395208e-21,1.179423985044121820e-19,1.332053518494668275e-18,1.209707470132201101e-17,9.582666419183611717e-17,6.762088428244879823e-16,4.306784754748371588e-15
2.651689612015018938e+01,6.290206710133313818e-21,9.675488466861180368e-20,1.101268988473714867e-18,1.007918736002410210e-17,8.048047114662939722e-17,5.725597146028415985e-16,3.677094302191322252e-15
2.656683354192740865e+01,5.116545033899725824e-21,7.932307677458937806e-20,9.098781568223617200e-19,8.392351369166924204e-18,6.754650215886032771e-17,4.844674583305006576e-16,3.137303023758905418e-15
2.661677096370463147e+01,4.159277812426942471e-21,6.499048579181153352e-20,7.512616023075533943e-19,6.983205445217019368e-18,5.665307242665229978e-17,4.096494161448217840e-16,2.674904454550213724e-15
2.666670838548185429e+01,3.379000862926089732e-21,5.321369044678250379e-20,6.198938062062191641e-19,5.806828986262147846e-18,4.748455313047133274e-17,3.461497338340435278e-16,2.279083270598153931e-15
2.671664580725907356e+01,2.743392335544862121e-21,4.354317254953470696e-20,5.111655545077604919e-19,4.825433615263514038e-18,3.977311107803911186e-17,2.922938132712056721e-16,1.940493689825231642e-15
2.676658322903629639e+01,2.225957069931894914e-21,3.560734524377437411e-20,4.212346309990132851e-19,4.007253188212388276e-18,3.329163522343313170e-17,2.466489274928640336e-16,1.651065904445339447e-15
2.681652065081351921e+01,1.804990383451500280e-21,2.909925387918644141e-20,3.469003914602026663e-19,3.325602856529138325e-18,2.784768418400193734e-17,2.079901917568787965e-16,1.403837138471505942e-15
2.686645807259073848e+01,1.462723522934267074e-21,2.376550636425399153e-20,2.854984630284817171e-19,2.758082099574110963e-18,2.327831138380083197e-17,1.752711856168162779e-16,1.192804319050989077e-15
2.691639549436796131e+01,1.184619408471059303e-21,1.939706295297287160e-20,2.348124156217071367e-19,2.285900056498122414e-18,1.944564396244883816e-17,1.475986104743875215e-16,1.012795702077333646e-15
2.696633291614518413e+01,9.587926294312964694e-22,1.582157570550543069e-20,1.929997164127829937e-19,1.893304929360329770e-18,1.623310855709887091e-17,1.242104456243744772e-16,8.593591053583687498e-16
2.701627033792240340e+01,7.755320936892697439e-22,1.289702681137245905e-20,1.585297052780631979e-19,1.567101790599129428e-18,1.354221178137556691e-17,1.044571347454728934e-16,7.286646805710180874e-16
2.706620775969962622e+01,6.269084271573170746e-22,1.050645788295600142e-20,1.301316774533115704e-19,1.296245315725184831e-18,1.128979598098265613e-17,8.778539523552855715e-17,6.174204019480174673e-16
2.711614518147684549e+01,5.064512948032964916e-22,8.553610987356062242e-21,1.067514579323442057e-19,1.071496073283598127e-18,9.405701893334539148e-18,7.372429573794128582e-17,5.227986684093840391e-16
2.716608260325406832e+01,4.088843692136268304e-22,6.959324865720452606e-21,8.751510474872159246e-20,8.851306856160289005e-19,7.830779398079138646e-18,6.187329354433599319e-17,4.423726096458794533e-16
2.721602002503129114e+01,3.299077946098381323e-22,5.658553956091231123e-21,7.169859218682149779e-20,7.306975955708886277e-19,6.515195810276048988e-18,5.189196407478557920e-17,3.740608581632108459e-16
2.726595744680851041e+01,2.660197551631123648e-22,4.597902354235680584e-21,5.870250638239956642e-20,6.028114123408568220e-19,5.416998307375945422e-18,4.349119002966414097e-17,3.160797009193112886e-16
2.731589486858573324e+01,2.143702168155404853e-22,3.733582815513339820e-21,4.803093904705194352e-20,4.969798696525105219e-19,4.500893242837834281e-18,3.642560869634300291e-17,2.669016581053998687e-16
2.736583229036295606e+01,1.726411220416536963e-22,3.029722339059530074e-21,3.927389464597093195e-20,4.094583320833946955e-19,3.737210412697976872e-18,3.048714282780117764e-17,2.252196547864088125e-16
2.741576971214017533e+01,1.389483191950830047e-22,2.456948657565283975e-21,3.209263707759293450e-20,3.371275540527486284e-19,3.101024919144972007e-18,2.549946397379946841e-17,1.899160552799382208e-16
2.746570713391739815e+01,1.117613374409778426e-22,1.991210542671914790e-21,2.620749452865654515e-20,2.773910509059819923e-19,2.571413215834713195e-18,2.131325756724566556e-17,1.600359218852950567e-16
2.751564455569461742e+01,8.983780409649163758e-23,1.612802773718235225e-21,2.138771687886020903e-20,2.280889989974058801e-19,2.130823309098709245e-18,1.780217682717817980e-17,1.347639402811214061e-16
2.756558197747184025e+01,7.216986792434175306e-23,1.305573993499959162e-21,1.744304560134810028e-20,1.874260558039600857e-19,1.764542001645521129e-18,1.485938796816896881e-17,1.134045248488956189e-16
2.761551939924906307e+01,5.794045989614710123e-23,1.056291746786153185e-21,1.421671325629606537e-20,1.539108940131219191e-19,1.460244566569980360e-18,1.239462259865895160e-17,9.536467947287135304e-17
2.766545682102628234e+01,4.648760909399900761e-23,8.541322818842225892e-22,1.157963662795611479e-20,1.263055856596400778e-19,1.207614384933739946e-18,1.033166480506123716e-17,8.013924401648848679e-17
2.771539424280350516e+01,3.727534982880376059e-23,6.902636746831990702e-22,9.425602599259249658e-21,1.035832626926670386e-19,9.980219195932256737e-19,8.606210482153820038e-18,6.729820457357181500e-17
2.776533166458072799e+01,2.987001841881644591e-23,5.574970781211209325e-22,7.667278943545104206e-21,8.489272645645190727e-20,8.242539728647526999e-19,7.164045182298711840e-18,5.647578753413731655e-17
2.781526908635794726e+01,2.392095410242642513e-23,4.499902608507589036e-22,6.232909848861632744e-21,6.952888713899808051e-20,6.802855232924610850e-19,5.959494291355109920e-18,4.736109419567885776e-17
2.786520650813517008e+01,1.914479631189793920e-23,3.629950586086362891e-22,5.063581352749166724e-21,5.690809054968844260e-20,5.610875916638188012e-19,4.954105851718554285e-18,3.969006471867485679e-17
2.791514392991239291e+01,1.531271668780550392e-23,2.926455224681693033e-22,4.110948414007837938e-21,4.654754047487581590e-20,4.624655620362027537e-19,4.115531973217357172e-18,3.323858822618368187e-17
2.796508135168961218e+01,1.224004429960676220e-23,2.357847252334416219e-22,3.335376895719058891e-21,3.804814590783866115e-20,3.809232447357063217e-19,3.416579625589296154e-18,2.781660027479632861e-17
2.801501877346683500e+01,9.777841135465105202e-24,1.898359725156801313e-22,2.704384165132845733e-21,3.108023848165068137e-20,3.135486524904466504e-19,2.834405784709583235e-18,2.326303021442601206e-17
2.806495619524405427e+01,7.806065821722700542e-24,1.527023366562032448e-22,2.191366964120301865e-21,2.537168511975623085e-20,2.579181069182259225e-19,2.349835504763470719e-18,1.944147949418714527e-17
2.811489361702127709e+01,6.228029859957583727e-24,1.226917803077280953e-22,1.774550115780316865e-21,2.069800242924902387e-20,2.120157866669347268e-19,1.946784586212982242e-18,1.623652809456173359e-17
2.816483103879849992e+01,4.965905012907354323e-24,9.844971788153953322e-23,1.436121291055031611e-21,1.687414216226477383e-20,1.741662829275305054e-19,1.611771171871371505e-18,1.355058028657235439e-17
2.821476846057571919e+01,3.957084963552589010e-24,7.889389221669212246e-23,1.161519560185416581e-21,1.374766994692343028e-20,1.429781014929579140e-19,1.333502890235626588e-18,1.130117310211233620e-17
2.826470588235294201e+01,3.151240774106817185e-24,6.315261231210551255e-23,9.388505310505195280e-22,1.119310495949353538e-20,1.172963698111984540e-19,1.102528127708855181e-18,9.418681447962987200e-18
2.831464330413016484e+01,2.507939433707884562e-24,5.051259184634954983e-23,7.584054310604152895e-22,9.107226183729957937e-21,9.616327878161484862e-20,9.109416940800949509e-19,7.844362944750011820e-18
2.836458072590738411e+01,1.994719099422291126e-24,4.038213714199899700e-23,6.122656511277246850e-22,7.405182834895676758e-21,7.878501887805785202e-20,7.521365871312186004e-19,6.528693510501327798e-18
2.841451814768460693e+01,1.585534487390693918e-24,3.227050688025560213e-23,4.939777356582043959e-22,6.017273394472887701e-21,6.450416498798377552e-20,6.205947960890808637e-19,5.429951569337645887e-18
2.846445556946182975e+01,1.259502067521968031e-24,2.577782400428284130e-23,3.982865821523342500e-22,4.886280238219699911e-21,5.277662918191419075e-20,5.117111390093593422e-19,4.513014691819001358e-18
2.851439299123904902e+01,9.998879199560184316e-25,2.058653866940277390e-23,3.209166676815102466e-22,3.965265677809632673e-21,4.315244019884050421e-20,4.216450310205262705e-19,3.748337593480094796e-18
2.856433041301627185e+01,7.932918696280465596e-25,1.644828321560846126e-23,2.583927099109685359e-22,3.215750964739555854e-21,3.525972605262891815e-20,3.471958493641214432e-19,3.111084837841282740e-18
2.861426783479349112e+01,6.289902738689781273e-25,1.316739141314838449e-23,2.078928102260348654e-22,2.606212933472853617e-21,2.879137565452715600e-20,2.856982187573806473e-19,2.580395400768430650e-18
2.866420525657071394e+01,4.984069637001482922e-25,1.058760872013956020e-23,1.671278201428784297e-22,2.110843487013529565e-21,2.349393963465678126e-20,2.349341004160291218e-19,2.138759535186384428e-18
2.871414267834793677e+01,3.946876326827707713e-25,8.585720535642714504e-24,1.342423753099903424e-22,1.708529447515892198e-21,1.915840145557474705e-20,1.930590434593401747e-19,1.771491199670194119e-18
2.876408010012515604e+01,3.123576737476491274e-25,7.067676419997485081e-24,1.077334003865781272e-22,1.382007045072646648e-21,1.561250953166919228e-20,1.585403655424621346e-19,1.466281742944926207e-18
2.881401752190237886e+01,2.470472855070730876e-25,5.959237677112021756e-24,8.638325944249661700e-23,1.117172468886229594e-21,1.271441082256497098e-20,1.301053699853114559e-19,1.212822623435062455e-18
2.886395494367960168e+01,1.952707695630777632e-25,5.189646413584944646e-24,6.920533820502723955e-23,9.025107281408698468e-22,1.034736869766976287e-20,1.066980048969369249e-19,1.002486733633973668e-18
2.891389236545682095e+01,1.542494535881885899e-25,4.677339637397502612e-24,5.540066502316097296e-23,7.286274313994588744e-22,8.415383487147665683e-21,8.744261439795785823e-20,8.280594338168402229e-19
2.896382978723404378e+01,1.217697111003911326e-25,4.330013447069878635e-24,4.432286707699510617e-23,5.878640992830254733e-22,6.839564125544472567e-21,7.161364441504679698e-20,6.835117171183335391e-19
